21-01-20	120
21-01-21	246
03-05-21	278
03-11-21	341
16-11-21	346
30-12-21	361
09-01-22	365
04-06-22	414
19-09-22	452
18-10-22	461
19-11-22	472
22-12-22	482
18-01-23	492
16-02-23	501
15-03-23	510
13-04-23	520
13-05-23	531
10-06-23	543
11-07-23	557
12-08-23	570
20-08-23	573
